,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,name,position,value,Goals_Assists,position_short,team_short,understat_ID,xG,xA,shots,key_passes,npg,npxG,xGChain,xGBuildup,Difficulty,Avg_Difficulty,GW,Opponents,Home_away
424,0.0,0.0,83314,0,0,0,0,0,3,0.0,0.0,0,Jeff,0.0,375,False,Joined Reading on loan - Expected back 01 Jul,2022-07-13T23:30:04.947320Z,45,83314.jpg,0.0,Hendrick,0.0,False,,u,Newcastle,4,0,0,0,57,57,0.0,0.0,Hendrick,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,351,124,347,134,287,109,367,133,,,,,,,Jeff Hendrick Hendrick,Midfielder,0.0,0,M,NEW,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 5, 2, 5]",3.5,"[2, 3, 4, 5]","['Brighton', 'Man City', 'Wolves', 'Liverpool']","['a', 'H', 'a', 'a']"
425,,,98747,0,0,0,0,0,1,3.1,3.6,6,Nick,6.0,376,False,,,50,98747.jpg,1.2,Pope,4.4,False,,a,Newcastle,4,6,14348,14348,7691,7691,1.2,1.2,Pope,90,0,0,1,0,0,0,0,0,0,0,0,21,2.4,0.0,0.0,0.2,229,19,493,49,460,49,270,19,,,,,,,Nick Pope Pope,Goalkeeper,1.2,0,GK,NEW,5552,0.0,0.0,0.0,0.0,0.0,0.0,0.5507830381393433,0.5507830381393433,"[2, 5, 2, 5]",3.5,"[2, 3, 4, 5]","['Brighton', 'Man City', 'Wolves', 'Liverpool']","['a', 'H', 'a', 'a']"
426,,,220237,0,0,0,0,0,2,1.9,2.4,1,Sven,1.0,377,False,,,45,220237.jpg,0.2,Botman,2.3,False,,a,Newcastle,4,1,4045,4045,13762,13762,0.2,0.2,Botman,1,0,0,0,0,0,0,0,0,0,0,0,3,0.6,0.0,0.0,0.1,256,95,409,178,366,163,274,97,,,,,,,Sven Botman Botman,Defender,0.2,0,D,NEW,8635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 5, 2, 5]",3.5,"[2, 3, 4, 5]","['Brighton', 'Man City', 'Wolves', 'Liverpool']","['a', 'H', 'a', 'a']"
427,,,215379,0,0,0,0,0,3,1.0,1.5,0,Elliot,0.0,552,False,,,45,215379.jpg,0.0,Anderson,0.2,False,,a,Newcastle,4,0,1535,1535,971,971,0.0,0.0,Anderson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,404,143,405,153,361,129,420,152,,,,,,,Elliot Anderson Anderson,Midfielder,0.0,0,M,NEW,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 5, 2, 5]",3.5,"[2, 3, 4, 5]","['Brighton', 'Man City', 'Wolves', 'Liverpool']","['a', 'H', 'a', 'a']"
428,,,215136,0,0,0,0,0,2,0.5,0.5,0,Neco,0.0,295,False,,,40,215136.jpg,0.0,Williams,28.0,False,,a,Nott'm Forest,17,0,37019,37019,41110,41110,0.0,0.0,N.Williams,90,0,0,0,2,0,0,0,1,0,0,0,10,16.8,18.8,4.0,4.0,94,46,60,16,130,31,98,26,,,,,,,Neco Williams N.Williams,Defender,0.0,0,D,NFO,8204,0.024593345820903778,0.07497992366552353,1.0,1.0,0.0,0.024593345820903778,0.09957326948642731,0.0,"[3, 2, 3, 5]",3.25,"[2, 3, 4, 5]","['West Ham', 'Everton', 'Spurs', 'Man City']","['H', 'a', 'H', 'a']"
429,,,48615,0,0,0,0,0,3,0.5,0.5,0,Harry,0.0,378,False,,,45,48615.jpg,0.0,Arter,0.3,False,,a,Nott'm Forest,17,0,624,624,1627,1627,0.0,0.0,Arter,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,334,122,330,132,265,105,350,131,,,,,,,Harry Arter Arter,Midfielder,0.0,0,M,NFO,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[3, 2, 3, 5]",3.25,"[2, 3, 4, 5]","['West Ham', 'Everton', 'Spurs', 'Man City']","['H', 'a', 'H', 'a']"
430,,,56917,0,0,0,0,0,2,1.4,1.4,0,Steve,0.0,379,False,,,45,56917.jpg,0.0,Cook,0.2,False,,a,Nott'm Forest,17,0,212,212,1380,1380,0.0,0.0,Cook,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,337,143,333,140,269,107,353,143,,,,,,,Steve Cook Cook,Defender,0.0,0,D,NFO,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[3, 2, 3, 5]",3.25,"[2, 3, 4, 5]","['West Ham', 'Everton', 'Spurs', 'Man City']","['H', 'a', 'H', 'a']"
431,,,57647,0,0,0,0,0,4,0.5,0.5,0,Lyle,0.0,380,False,,,45,57647.jpg,0.0,Taylor,11.4,False,,a,Nott'm Forest,17,0,23291,23291,50125,50125,0.0,0.0,Taylor,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,340,27,336,34,273,30,356,34,,,,,,,Lyle Taylor Taylor,Forward,0.0,0,F,NFO,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[3, 2, 3, 5]",3.25,"[2, 3, 4, 5]","['West Ham', 'Everton', 'Spurs', 'Man City']","['H', 'a', 'H', 'a']"
432,,,58771,0,0,0,0,0,3,0.5,0.5,2,Jack,2.0,381,False,,,45,58771.jpg,0.4,Colback,1.8,False,,a,Nott'm Forest,17,2,7649,7649,4765,4765,0.4,0.4,Colback,90,0,0,0,2,0,0,0,0,0,0,0,13,14.4,1.3,0.0,1.6,119,40,183,103,275,106,192,90,3.0,,,,,,Jack Colback Colback,Midfielder,0.4,0,M,NFO,767,0.0,0.0,0.0,0.0,0.0,0.0,0.042747460305690765,0.042747460305690765,"[3, 2, 3, 5]",3.25,"[2, 3, 4, 5]","['West Ham', 'Everton', 'Spurs', 'Man City']","['H', 'a', 'H', 'a']"
433,0.0,0.0,102836,0,0,0,0,0,1,0.0,0.0,0,Brice,0.0,382,False,Transferred to RC Lens,2022-07-06T13:30:03.861018Z,45,102836.jpg,0.0,Samba,0.0,False,,u,Nott'm Forest,17,0,0,0,45,45,0.0,0.0,Samba,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,361,52,357,34,298,34,377,52,,,,,,,Brice Samba Samba,Goalkeeper,0.0,0,GK,NFO,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[3, 2, 3, 5]",3.25,"[2, 3, 4, 5]","['West Ham', 'Everton', 'Spurs', 'Man City']","['H', 'a', 'H', 'a']"
434,,,166325,0,0,0,0,0,3,0.5,0.5,0,Carlos,0.0,383,False,,,45,166325.jpg,0.0,Ribeiro Dias,0.5,False,,a,Nott'm Forest,17,0,1020,1020,2838,2838,0.0,0.0,Cafú,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,383,133,382,143,329,119,399,142,2.0,,2.0,,,,Carlos Ribeiro Dias Cafú,Midfielder,0.0,0,M,NFO,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[3, 2, 3, 5]",3.25,"[2, 3, 4, 5]","['West Ham', 'Everton', 'Spurs', 'Man City']","['H', 'a', 'H', 'a']"
435,,,168172,0,0,0,0,0,3,1.1,1.1,0,Joe,0.0,384,False,,,50,168172.jpg,0.0,Lolley,0.1,False,,a,Nott'm Forest,17,0,71,71,584,584,0.0,0.0,Lolley,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,495,202,504,210,474,192,506,208,,,,,,,Joe Lolley Lolley,Midfielder,0.0,0,M,NFO,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[3, 2, 3, 5]",3.25,"[2, 3, 4, 5]","['West Ham', 'Everton', 'Spurs', 'Man City']","['H', 'a', 'H', 'a']"
436,,,168281,0,0,0,0,0,2,1.4,1.4,1,Scott,1.0,385,False,,,45,168281.jpg,0.2,McKenna,0.1,False,,a,Nott'm Forest,17,1,143,143,511,511,0.2,0.2,McKenna,90,0,0,0,2,0,0,0,0,0,0,0,9,26.8,0.2,2.0,2.9,47,16,246,87,156,45,135,44,,,,,,,Scott McKenna McKenna,Defender,0.2,0,D,NFO,10757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[3, 2, 3, 5]",3.25,"[2, 3, 4, 5]","['West Ham', 'Everton', 'Spurs', 'Man City']","['H', 'a', 'H', 'a']"
437,0.0,0.0,173399,0,0,0,0,0,2,0.0,0.0,0,Mohamed,0.0,386,False,Season-long loan to FC Luzern,2022-08-04T13:25:02.036499Z,40,173399.jpg,0.0,Dräger,0.2,False,,u,Nott'm Forest,17,0,0,0,3245,3245,0.0,0.0,Dräger,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,289,107,284,104,217,68,305,107,,,,,,,Mohamed Dräger Dräger,Defender,0.0,0,D,NFO,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[3, 2, 3, 5]",3.25,"[2, 3, 4, 5]","['West Ham', 'Everton', 'Spurs', 'Man City']","['H', 'a', 'H', 'a']"
438,0.0,0.0,204968,0,0,0,0,0,3,0.0,0.0,0,Ryan,0.0,387,False,Knock - Expected back 14 Aug,2022-08-04T17:30:05.670028Z,50,204968.jpg,0.0,Yates,0.0,False,,i,Nott'm Forest,17,0,28,28,491,491,0.0,0.0,Yates,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,510,212,518,219,494,203,520,217,,,,,,,Ryan Yates Yates,Midfielder,0.0,0,M,NFO,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[3, 2, 3, 5]",3.25,"[2, 3, 4, 5]","['West Ham', 'Everton', 'Spurs', 'Man City']","['H', 'a', 'H', 'a']"
439,,,208912,0,0,0,0,0,2,1.4,1.4,0,Joe,0.0,388,False,,,45,208912.jpg,0.0,Worrall,0.1,False,,a,Nott'm Forest,17,0,104,104,640,640,0.0,0.0,Worrall,90,0,0,0,2,0,0,0,1,0,0,0,9,16.0,0.4,0.0,1.6,105,53,225,80,352,155,196,74,,,,,,,Joe Worrall Worrall,Defender,0.0,0,D,NFO,10756,0.0,0.0,0.0,0.0,0.0,0.0,0.07497992366552353,0.07497992366552353,"[3, 2, 3, 5]",3.25,"[2, 3, 4, 5]","['West Ham', 'Everton', 'Spurs', 'Man City']","['H', 'a', 'H', 'a']"
440,0.0,0.0,209035,0,0,0,0,0,2,0.0,0.0,0,Jonathan,0.0,389,False,Joined Coventry City on loan - Expected back 01 Jul,2022-07-13T23:30:04.990034Z,40,209035.jpg,0.0,Panzo,0.0,False,,u,Nott'm Forest,17,0,0,0,160,160,0.0,0.0,Panzo,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,298,113,293,110,226,74,314,113,,,,,,,Jonathan Panzo Panzo,Defender,0.0,0,D,NFO,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[3, 2, 3, 5]",3.25,"[2, 3, 4, 5]","['West Ham', 'Everton', 'Spurs', 'Man City']","['H', 'a', 'H', 'a']"
441,0.0,0.0,209925,0,0,0,0,0,3,0.0,0.0,0,Xande,0.0,390,False,Transferred to Dijon,2022-08-04T13:19:44.715432Z,50,209925.jpg,0.0,Nascimento da Costa Silva,0.0,False,,u,Nott'm Forest,17,0,0,0,487,487,0.0,0.0,Xande Silva,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,513,215,521,222,498,207,523,220,,,,,,,Xande Nascimento da Costa Silva Xande Silva,Midfielder,0.0,0,M,NFO,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[3, 2, 3, 5]",3.25,"[2, 3, 4, 5]","['West Ham', 'Everton', 'Spurs', 'Man City']","['H', 'a', 'H', 'a']"
442,,,217331,0,0,0,0,0,4,0.8,0.8,2,Sam,2.0,391,False,,,50,217331.jpg,0.4,Surridge,1.7,False,,a,Nott'm Forest,17,2,11912,11912,10659,10659,0.4,0.4,Surridge,62,0,0,0,1,0,0,0,0,0,0,0,3,5.4,0.8,8.0,1.4,201,14,205,24,111,22,213,24,,,,,,,Sam Surridge Surridge,Forward,0.4,0,F,NFO,5602,0.1177273839712143,0.0,2.0,0.0,0.0,0.1177273839712143,0.1177273839712143,0.0,"[3, 2, 3, 5]",3.25,"[2, 3, 4, 5]","['West Ham', 'Everton', 'Spurs', 'Man City']","['H', 'a', 'H', 'a']"
443,,,221403,0,0,0,0,0,2,1.4,1.4,0,Richie,0.0,392,False,,,45,221403.jpg,0.0,Laryea,0.0,False,,a,Nott'm Forest,17,0,21,21,342,342,0.0,0.0,Laryea,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,409,181,411,179,369,165,425,181,,,,,,,Richie Laryea Laryea,Defender,0.0,0,D,NFO,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[3, 2, 3, 5]",3.25,"[2, 3, 4, 5]","['West Ham', 'Everton', 'Spurs', 'Man City']","['H', 'a', 'H', 'a']"
444,,,242885,0,0,0,0,0,2,1.4,1.4,0,Loïc,0.0,393,False,,,45,242885.jpg,0.0,Mbe Soh,0.0,False,,a,Nott'm Forest,17,0,19,19,362,362,0.0,0.0,Mbe Soh,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,420,186,425,186,385,174,436,186,,,,,,,Loïc Mbe Soh Mbe Soh,Defender,0.0,0,D,NFO,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[3, 2, 3, 5]",3.25,"[2, 3, 4, 5]","['West Ham', 'Everton', 'Spurs', 'Man City']","['H', 'a', 'H', 'a']"
445,,,242898,0,0,0,0,0,4,1.3,1.3,2,Brennan,2.0,394,False,,,60,242898.jpg,0.3,Johnson,2.0,False,,a,Nott'm Forest,17,2,3238,3238,13674,13674,0.3,0.3,Johnson,90,0,0,0,2,0,0,0,0,0,0,0,3,0.0,0.9,6.0,0.6,556,48,202,23,125,24,249,28,1.0,,1.0,,2.0,,Brennan Johnson Johnson,Forward,0.3,0,F,NFO,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[3, 2, 3, 5]",3.25,"[2, 3, 4, 5]","['West Ham', 'Everton', 'Spurs', 'Man City']","['H', 'a', 'H', 'a']"
446,,,244930,0,0,0,0,0,3,1.1,1.1,1,Alex,1.0,395,False,,,50,244930.jpg,0.2,Mighten,0.0,False,,a,Nott'm Forest,17,1,34,34,217,217,0.2,0.2,Mighten,7,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.3,0.0,0.0,517,218,238,125,504,210,526,222,,,,,,,Alex Mighten Mighten,Midfielder,0.2,0,M,NFO,10761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[3, 2, 3, 5]",3.25,"[2, 3, 4, 5]","['West Ham', 'Everton', 'Spurs', 'Man City']","['H', 'a', 'H', 'a']"
447,,,437476,0,0,0,0,0,3,0.5,0.5,0,Braian,0.0,396,False,,,45,437476.jpg,0.0,Ojeda Rodríguez,0.1,False,,a,Nott'm Forest,17,0,228,228,658,658,0.0,0.0,Ojeda,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,433,158,435,167,396,144,445,166,,,,,,,Braian Ojeda Rodríguez Ojeda,Midfielder,0.0,0,M,NFO,2496,0.018855145201086998,0.0,1.0,0.0,0.0,0.018855145201086998,1.0741220712661743,1.0741220712661743,"[3, 2, 3, 5]",3.25,"[2, 3, 4, 5]","['West Ham', 'Everton', 'Spurs', 'Man City']","['H', 'a', 'H', 'a']"
448,,,210156,0,0,0,0,0,4,1.3,1.3,1,Taiwo,1.0,397,False,,,60,210156.jpg,0.2,Awoniyi,1.0,False,,a,Nott'm Forest,17,1,1464,1464,9783,9783,0.2,0.2,Awoniyi,27,0,0,0,1,0,0,0,0,0,0,0,6,3.2,0.4,0.0,0.4,223,18,228,29,555,48,257,29,,,,,,,Taiwo Awoniyi Awoniyi,Forward,0.2,0,F,NFO,7814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[3, 2, 3, 5]",3.25,"[2, 3, 4, 5]","['West Ham', 'Everton', 'Spurs', 'Man City']","['H', 'a', 'H', 'a']"
449,,,172649,0,0,0,0,0,1,1.7,1.7,3,Dean,3.0,398,False,,,45,172649.jpg,0.7,Henderson,5.4,False,,a,Nott'm Forest,17,3,7510,7510,10385,10385,0.7,0.7,Henderson,90,0,0,0,2,0,0,0,0,0,7,0,26,48.0,0.0,0.0,4.8,9,1,385,41,334,41,74,1,,,,,,,Dean Henderson Henderson,Goalkeeper,0.7,0,GK,NFO,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[3, 2, 3, 5]",3.25,"[2, 3, 4, 5]","['West Ham', 'Everton', 'Spurs', 'Man City']","['H', 'a', 'H', 'a']"
450,,,437753,0,0,0,0,0,2,1.4,1.4,0,Giulian,0.0,399,False,,,45,437753.jpg,0.0,Biancone,0.1,False,,a,Nott'm Forest,17,0,96,96,556,556,0.0,0.0,Biancone,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,436,191,439,190,400,179,448,190,,,,,,,Giulian Biancone Biancone,Defender,0.0,0,D,NFO,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[3, 2, 3, 5]",3.25,"[2, 3, 4, 5]","['West Ham', 'Everton', 'Spurs', 'Man City']","['H', 'a', 'H', 'a']"
451,,,199170,0,0,0,0,0,2,1.4,1.4,1,Moussa,1.0,507,False,,,45,199170.jpg,0.2,Niakhaté,0.2,False,,a,Nott'm Forest,17,1,280,280,1025,1025,0.2,0.2,Niakhaté,82,0,0,0,2,0,0,0,0,0,0,0,10,16.8,0.3,0.0,1.7,95,47,230,83,347,150,190,70,,,,,,,Moussa Niakhaté Niakhaté,Defender,0.2,0,D,NFO,5989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[3, 2, 3, 5]",3.25,"[2, 3, 4, 5]","['West Ham', 'Everton', 'Spurs', 'Man City']","['H', 'a', 'H', 'a']"
452,0.0,0.0,204822,0,0,0,0,0,2,0.0,0.0,0,Omar,0.0,511,False,Leg injury - Expected back 01 Oct,2022-07-20T22:30:04.466287Z,45,204822.jpg,0.0,Richards,0.0,False,,i,Nott'm Forest,17,0,11,11,124,124,0.0,0.0,Richards,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,397,175,397,172,351,154,413,175,,,,,,,Omar Richards Richards,Defender,0.0,0,D,NFO,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[3, 2, 3, 5]",3.25,"[2, 3, 4, 5]","['West Ham', 'Everton', 'Spurs', 'Man City']","['H', 'a', 'H', 'a']"
453,,,20066,0,0,0,0,0,1,0.5,0.5,0,Wayne,0.0,518,False,,,40,20066.jpg,0.0,Hennessey,2.5,False,,a,Nott'm Forest,17,0,2374,2374,4280,4280,0.0,0.0,Hennessey,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,266,22,260,2,193,2,282,22,,,,,,,Wayne Hennessey Hennessey,Goalkeeper,0.0,0,GK,NFO,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[3, 2, 3, 5]",3.25,"[2, 3, 4, 5]","['West Ham', 'Everton', 'Spurs', 'Man City']","['H', 'a', 'H', 'a']"
454,,,114241,0,0,0,0,0,2,1.4,1.4,1,Harry,1.0,523,False,,,45,114241.jpg,0.2,Toffolo,0.1,False,,a,Nott'm Forest,17,1,111,111,375,375,0.2,0.2,Toffolo,90,0,0,0,2,0,0,0,0,0,0,0,11,8.6,1.7,0.0,1.0,168,77,168,53,310,131,226,84,,,,,,,Harry Toffolo Toffolo,Defender,0.2,0,D,NFO,10758,0.0,0.0,0.0,0.0,0.0,0.0,0.1177273839712143,0.1177273839712143,"[3, 2, 3, 5]",3.25,"[2, 3, 4, 5]","['West Ham', 'Everton', 'Spurs', 'Man City']","['H', 'a', 'H', 'a']"
455,,,243345,0,0,0,0,0,3,1.1,1.1,1,Lewis,1.0,524,False,,,50,243345.jpg,0.2,O'Brien,0.1,False,,a,Nott'm Forest,17,1,100,100,258,258,0.2,0.2,O'Brien,74,0,0,0,1,0,0,0,1,0,0,0,7,12.4,0.8,8.0,2.1,137,48,206,112,113,68,171,82,,,,,,,Lewis O'Brien O'Brien,Midfielder,0.2,0,M,NFO,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[3, 2, 3, 5]",3.25,"[2, 3, 4, 5]","['West Ham', 'Everton', 'Spurs', 'Man City']","['H', 'a', 'H', 'a']"
456,,,109322,0,0,0,0,0,3,1.7,1.7,2,Jesse,2.0,527,False,,,60,109322.jpg,0.3,Lingard,5.5,False,,a,Nott'm Forest,17,2,8596,8596,35731,35731,0.3,0.3,Lingard,90,0,0,0,2,0,0,0,0,0,0,0,2,6.0,18.5,18.0,4.3,196,80,62,40,74,42,91,52,,,,,,,Jesse Lingard Lingard,Midfielder,0.3,0,M,NFO,558,0.07895785570144653,0.01648869924247265,1.0,1.0,0.0,0.07895785570144653,0.1381940245628357,0.042747460305690765,"[3, 2, 3, 5]",3.25,"[2, 3, 4, 5]","['West Ham', 'Everton', 'Spurs', 'Man City']","['H', 'a', 'H', 'a']"
457,,,179519,0,0,0,0,0,3,1.1,1.1,1,Orel,1.0,536,False,,,50,179519.jpg,0.2,Mangala,0.0,False,,a,Nott'm Forest,17,1,75,75,238,238,0.2,0.2,Mangala,15,0,0,0,1,0,0,0,0,0,0,0,3,2.6,0.2,0.0,0.3,227,99,248,129,483,197,261,119,,,,,,,Orel Mangala Mangala,Midfielder,0.2,0,M,NFO,6088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[3, 2, 3, 5]",3.25,"[2, 3, 4, 5]","['West Ham', 'Everton', 'Spurs', 'Man City']","['H', 'a', 'H', 'a']"
458,,,475492,0,0,0,0,0,3,0.5,0.5,0,Oliver,0.0,553,False,,,45,475492.jpg,0.0,Hammond,0.0,False,,a,Nott'm Forest,17,0,218,218,263,263,0.0,0.0,Hammond,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,452,169,455,177,419,155,464,176,,,,,,,Oliver Hammond Hammond,Midfielder,0.0,0,M,NFO,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[3, 2, 3, 5]",3.25,"[2, 3, 4, 5]","['West Ham', 'Everton', 'Spurs', 'Man City']","['H', 'a', 'H', 'a']"
459,,,514356,0,0,0,0,0,3,1.5,0.5,2,Roméo,2.0,321,False,,,45,514356.jpg,0.4,Lavia,0.3,False,,a,Southampton,20,2,5743,5743,1369,1369,0.4,0.4,Lavia,90,0,0,0,4,0,0,0,0,0,0,0,17,12.0,4.3,8.0,2.4,142,50,133,78,109,66,156,75,,,,,,,Roméo Lavia Lavia,Midfielder,0.4,0,M,SOU,10004,0.018676353618502617,0.0,1.0,0.0,0.0,0.018676353618502617,0.0,0.0,"[2, 4, 3, 4]",3.25,"[2, 3, 4, 5]","['Leeds', 'Leicester', 'Man Utd', 'Chelsea']","['H', 'a', 'H', 'H']"
460,0.0,0.0,20467,0,0,0,0,0,3,0.0,0.0,0,Theo,0.0,400,False,Muscle injury - Unknown return date,2022-08-01T17:30:04.914877Z,50,20467.jpg,0.0,Walcott,0.0,False,,i,Southampton,20,0,17,17,438,438,0.0,0.0,Walcott,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,472,185,475,193,439,171,484,192,,,,,,,Theo Walcott Walcott,Midfielder,0.0,0,M,SOU,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 4, 3, 4]",3.25,"[2, 3, 4, 5]","['Leeds', 'Leicester', 'Man Utd', 'Chelsea']","['H', 'a', 'H', 'H']"
461,,,58376,0,0,0,0,0,1,2.7,1.7,0,Alex,0.0,401,False,,,45,58376.jpg,0.0,McCarthy,0.3,False,,a,Southampton,20,0,157,157,1114,1114,0.0,0.0,McCarthy,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,341,47,337,29,274,29,357,47,,,,,,,Alex McCarthy McCarthy,Goalkeeper,0.0,0,GK,SOU,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 4, 3, 4]",3.25,"[2, 3, 4, 5]","['Leeds', 'Leicester', 'Man Utd', 'Chelsea']","['H', 'a', 'H', 'H']"
462,,,78056,0,0,0,0,0,3,2.1,1.1,2,Oriol,2.0,402,False,,,50,78056.jpg,0.4,Romeu Vidal,0.1,False,,a,Southampton,20,2,121,121,466,466,0.4,0.4,Romeu,74,0,0,0,4,0,0,0,0,0,0,0,9,6.2,3.8,2.0,1.2,193,78,139,82,166,89,221,100,,,,,,,Oriol Romeu Vidal Romeu,Midfielder,0.4,0,M,SOU,842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 4, 3, 4]",3.25,"[2, 3, 4, 5]","['Leeds', 'Leicester', 'Man Utd', 'Chelsea']","['H', 'a', 'H', 'H']"
463,,,83283,0,0,0,0,0,3,2.5,1.5,1,Nathan,1.0,403,False,,,55,83283.jpg,0.2,Redmond,0.1,False,,a,Southampton,20,1,102,102,391,391,0.2,0.2,Redmond,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,527,225,536,230,520,220,537,230,,,2.0,,,,Nathan Redmond Redmond,Midfielder,0.2,0,M,SOU,790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[2, 4, 3, 4]",3.25,"[2, 3, 4, 5]","['Leeds', 'Leicester', 'Man Utd', 'Chelsea']","['H', 'a', 'H', 'H']"
464,,,88900,0,0,0,0,0,2,2.4,1.4,0,Jack,0.0,404,False,,,45,88900.jpg,0.0,Stephens,0.1,False,,a,Southampton,20,0,55,55,283,283,0.0,0.0,Stephens,45,0,0,0,2,0,0,0,0,0,0,0,5,12.2,2.5,0.0,1.5,139,69,155,47,290,118,204,77,,,,,,,Jack Stephens Stephens,Defender,0.0,0,D,SOU,1735,0.0,0.0,0.0,0.0,0.0,0.0,0.04521222040057182,0.04521222040057182,"[2, 4, 3, 4]",3.25,"[2, 3, 4, 5]","['Leeds', 'Leicester', 'Man Utd', 'Chelsea']","['H', 'a', 'H', 'H']"
